Time_Seconds,SNR_dB,Label
117,24.9769,0
118,25.0543,0
119,24.8888,0
120,24.96,0
121,25.3767,0
122,25.1843,0
123,24.9297,0
124,25.0616,0
125,24.8949,0
126,25.4408,0
127,25.0501,0
128,25.2113,0
129,24.9141,0
130,24.8782,0
131,24.9228,0
132,24.5782,0
133,24.9945,0
134,25.207,0
135,24.7018,0
136,25.0086,0
137,25.077,0
138,25.2528,0
139,25.1439,0
140,25.2825,0
141,25.2782,0
142,25.0352,0
143,24.9175,0
144,24.9769,0
145,24.6355,0
146,24.8578,0
147,24.7389,0
148,24.9385,0
149,25.2757,0
150,24.945,0
151,24.8813,0
152,25.1086,0
153,25.2844,0
154,24.9057,0
155,25.1811,0
156,24.9482,0
157,25.2352,0
158,25.1612,0
159,24.9321,0
160,25.0663,0
161,24.6877,0
162,25.1932,0
163,25.3245,0
164,24.9791,0
165,25.1106,0
166,24.7587,0
167,24.9619,0
168,24.7996,0
169,24.8852,0
170,24.3544,0
171,24.6902,0
172,25.2067,0
173,25.0143,0
174,24.9968,0
175,24.9185,0
176,25.0809,0
177,24.8198,0
178,25.1433,0
179,25.345,0
180,24.7788,0
181,25.1913,0
182,25.1984,0
183,25.1504,0
184,25.0125,0
185,24.8218,0
186,25.0594,0
187,25.0556,0
188,25.1117,0
189,25.1781,0
190,24.5808,0
191,24.9937,0
192,25.2101,0
193,25.147,0
194,24.5595,0
195,24.9662,0
196,25.3599,0
197,24.9515,0
198,25.0374,0
199,25.0199,0
200,24.9199,0
201,25.0773,0
202,25.0514,0
203,25.0709,0
204,24.6369,0
205,25.2148,0
206,24.9996,0
207,24.8054,0
208,25.2501,0
209,24.5218,0
210,24.9847,0
211,24.899,0
212,25.1554,0
213,24.9555,0
214,24.7941,0
215,24.9016,0
216,24.7408,0
217,25.0652,0
218,25.1516,0
219,25.1906,0
220,25.1242,0
221,25.2734,0
222,25.0717,0
223,25.1894,0
224,24.8636,0
225,24.9353,0
226,25.1673,0
227,25.2398,0
228,25.46,0
229,24.8792,0
230,24.9888,0
231,24.6957,0
232,24.641,0
233,25.1408,0
234,24.9402,0
235,24.8503,0
236,25.292,0
237,25.4167,0
238,25.1927,0
239,24.7315,0
240,25.2357,0
241,25.1849,0
242,24.9665,0
243,24.9555,0
244,25.0452,0
245,24.883,0
246,24.8266,0
247,25.2085,0
248,24.971,0
249,25.3318,0
250,24.9196,0
251,24.8917,0
252,25.3868,0
253,25.167,0
254,24.5237,0
255,24.678,0
256,24.9209,0
257,25.0056,0
258,24.8073,0
259,24.9331,0
260,25.1862,0
261,25.3157,0
262,24.8806,0
263,24.8893,0
264,25.1692,0
265,24.9857,0
266,24.8178,0
267,24.7237,0
268,25.2908,0
269,24.9736,0
270,24.5944,0
271,24.9057,0
272,24.8585,0
273,25.0613,0
274,24.7864,0
275,25.0533,0
276,24.9528,0
277,24.8986,0
278,24.944,0
279,25.1727,0
280,25.2655,0
281,24.3924,0
282,24.9624,0
283,24.8484,0
284,25.2094,0
285,25.1483,0
286,25.1229,0
287,25.0437,0
288,24.9488,0
289,25.0476,0
290,24.9713,0
291,24.8414,0
292,24.9085,0
293,25.1337,0
294,25.2285,0
295,25.1706,0
296,24.9378,0
297,24.9446,0
298,24.5186,0
299,24.9409,0
300,25.0848,0
301,24.6948,0
302,24.9851,0
303,25.0948,0
304,24.73,0
305,25.1221,0
306,24.9553,0
307,24.902,0
308,25.0953,0
309,25.2214,0
310,24.5651,0
311,25.1604,0
312,25.1849,0
313,25.1447,0
314,25.1293,0
315,24.8115,0
316,25.0805,0
317,24.9862,0
318,24.9435,0
319,25.016,0
320,25.0394,0
321,25.2055,0
322,24.4774,0
323,24.9989,0
324,24.9718,0
325,25.0582,0
326,25.3093,0
327,25.02,0
328,24.8423,0
329,24.9389,0
330,24.604,0
331,24.9429,0
332,24.8126,0
333,25.1316,0
334,24.6191,0
335,24.8491,0
336,24.857,0
337,24.9516,0
338,25.2644,0
339,25.2843,0
340,25.175,0
341,24.6686,0
342,25.2117,0
343,25.232,0
344,25.0691,0
345,24.772,0
346,25.0794,0
347,24.7732,0
348,25.0239,0
349,24.9879,0
350,25.0507,0
351,24.974,0
352,24.5304,0
353,24.9265,0
354,24.5367,0
355,24.9607,0
356,24.9257,0
357,25.0373,0
358,25.3041,0
359,24.7802,0
360,24.6861,0
361,24.9021,0
362,24.9022,0
363,24.8463,0
364,25.0312,0
365,24.939,0
366,24.815,0
367,25.2805,0
368,25.2474,0
369,24.9956,0
370,24.7921,0
371,24.7559,0
372,24.6483,0
373,24.6191,0
374,25.1143,0
375,24.6793,0
376,25.1723,0
377,24.9149,0
378,24.7201,0
379,24.6278,0
380,24.8729,0
381,25.2382,0
382,25.0341,0
383,25.0427,0
384,25.1935,0
385,25.1776,0
386,24.9018,0
387,24.5722,0
388,24.7384,0
389,25.0419,0
390,25.0909,0
391,24.8489,0
392,24.6154,0
393,24.9322,0
394,25.0245,0
395,25.0455,0
396,25.1692,0
397,24.7562,0
398,24.8762,0
399,25.1001,0
400,24.9637,0
401,24.5691,0
402,25.0839,0
403,25.0112,0
404,25.0935,0
405,24.9466,0
406,25.1437,0
407,24.7787,0
408,24.5638,0
409,25.1879,0
410,25.0389,0
411,25.1958,0
412,24.9753,0
413,24.716,0
414,25.2896,0
415,25.2791,0
416,25.1255,0
417,25.1425,0
418,24.8195,0
419,25.3087,0
420,25.2951,0
421,25.0752,0
422,25.054,0
423,25.0245,0
424,24.8484,0
425,24.6725,0
426,25.0853,0
427,25.1738,0
428,24.9004,0
429,24.9313,0
430,24.7839,0
431,24.955,0
432,25.4063,0
433,24.9962,0
434,24.8721,0
435,25.3745,0
436,25.2743,0
437,24.9395,0
438,25.0897,0
439,24.9036,0
440,24.9122,0
441,25.1335,0
442,24.7824,0
443,25.1928,0
444,24.909,0
445,24.8864,0
446,25.1433,0
447,25.1249,0
448,25.0297,0
449,25.0582,0
450,25.0342,0
451,25.2137,0
452,24.9289,0
453,24.7034,0
454,25.0663,0
455,24.8593,0
456,25.0131,0
457,24.7414,0
458,25.1306,0
459,25.6345,0
460,25.1004,0
461,25.0258,0
462,25.3405,0
463,24.9407,0
464,25.0648,0
465,25.2966,0
466,25.0321,0
467,24.9152,0
468,24.9587,0
469,24.9181,0
470,24.7957,0
471,25.0652,0
472,24.6936,0
473,24.8865,0
474,24.9843,0
475,24.9754,0
476,24.8092,0
477,25.1681,0
478,24.9184,0
479,25.1253,0
480,25.1022,0
481,25.106,0
482,24.8018,0
483,24.9234,0
484,25.287,0
485,24.9085,0
486,25.0151,0
487,25.1814,0
488,25.1768,0
489,24.8875,0
490,25.0742,0
491,25.1402,0
492,25.2401,0
493,25.0932,0
494,25.0328,0
495,24.9718,0
496,24.9306,0
497,25.0873,0
498,24.9079,0
499,25.0986,0
500,24.9565,0
501,25.1013,0
502,25.0305,0
503,24.8163,0
504,24.6022,0
505,24.8509,0
506,25.2158,0
507,24.9438,0
508,24.8449,0
509,24.9665,0
510,25.2243,0
511,24.7197,0
512,25.1654,0
513,25.1305,0
514,25.1752,0
515,25.1336,0
516,24.8094,0
517,25.4678,0
518,25.0311,0
519,24.6477,0
520,25.1384,0
521,25.2623,0
522,25.3138,0
523,24.8742,0
524,24.9934,0
525,24.768,0
526,24.9904,0
527,25.1329,0
528,24.942,0
529,24.677,0
530,25.072,0
531,25.2238,0
532,24.9672,0
533,24.6855,0
534,25.1098,0
535,24.6572,0
536,25.1233,0
537,25.1775,0
538,25.099,0
539,24.9143,0
540,24.9468,0
541,24.7966,0
542,25.1749,0
543,25.1548,0
544,25.0515,0
545,25.0259,0
546,25.377,0
547,24.6581,0
548,24.7684,0
549,25.2694,0
550,25.2067,0
551,25.1319,0
552,25.1928,0
553,25.2183,0
554,24.7357,0
555,25.0648,0
556,25.2458,0
557,24.6229,0
558,25.3417,0
559,24.9041,0
560,24.9959,0
561,24.9437,0
562,24.7776,0
563,24.9106,0
564,24.9056,0
565,24.8548,0
566,25.1704,0
567,25.0293,0
568,24.8111,0
569,24.68,0
570,25.0185,0
571,25.2022,0
572,25.0851,0
573,24.9762,0
574,24.8454,0
575,25.6228,0
576,25.2497,0
577,24.912,0
578,25.0573,0
579,25.4169,0
580,24.9133,0
581,24.7237,0
582,25.2866,0
583,24.8782,0
584,25.0966,0
585,24.5494,0
586,24.8268,0
587,24.8687,0
588,25.1123,0
589,24.9925,0
590,24.7438,0
591,24.9049,0
592,25.2112,0
593,24.7278,0
594,24.9163,0
595,25.192,0
596,24.5749,0
597,25.1636,0
598,25.3015,0
599,24.6908,0
600,25.0344,0
601,24.9741,0
602,24.9232,0
603,25.1688,0
604,25.0899,0
605,25.2669,0
606,24.5699,0
607,25.0118,0
608,24.9327,0
609,24.4468,0
610,24.9707,0
611,24.7879,0
612,25.063,0
613,25.267,0
614,24.9401,0
615,24.9863,0
616,25.0442,0
617,24.8016,0
618,25.0955,0
619,25.1648,0
620,24.6532,0
621,24.9427,0
622,25.2655,0
623,24.3877,0
624,24.9273,0
625,24.6756,0
626,24.7263,0
627,24.9793,0
628,24.9801,0
629,24.9669,0
630,24.8855,0
631,25.0486,0
632,25.282,0
633,25.1181,0
634,24.8594,0
635,24.8055,0
636,24.9497,0
637,25.1075,0
638,24.7446,0
639,24.7035,0
640,24.7791,0
641,25.243,0
642,25.1573,0
643,25.1209,0
644,24.5969,0
645,25.0979,0
646,25.0168,0
647,25.6361,0
648,25.0779,0
649,24.8253,0
650,24.9656,0
651,25.0723,0
652,25.0802,0
653,25.0878,0
654,25.1901,0
655,24.9327,0
656,24.4444,0
657,25.2936,0
658,25.0528,0
659,24.876,0
660,24.9362,0
661,24.9555,0
662,24.8909,0
663,24.7563,0
664,25.1499,0
665,24.7662,0
666,24.8774,0
667,24.9233,0
668,24.5967,0
669,25.076,0
670,24.7288,0
671,25.236,0
672,24.8164,0
673,24.8614,0
674,24.7502,0
675,24.8998,0
676,24.9134,0
677,24.7034,0
678,25.2723,0
679,24.9203,0
680,24.8012,0
681,24.9245,0
682,24.9583,0
683,24.9122,0
684,25.3251,0
685,24.9141,0
686,24.9884,0
687,24.8415,0
688,24.8313,0
689,24.9137,0
690,24.7758,0
691,24.5969,0
692,24.7859,0
693,24.9531,0
694,25.2607,0
695,25.0625,0
696,24.9204,0
697,24.873,0
698,25.3294,0
699,25.2954,0
700,24.7859,0
701,24.5712,0
702,24.939,0
703,25.0405,0
704,24.9351,0
705,24.9733,0
706,24.9944,0
707,24.7785,0
708,25.0429,0
709,25.1553,0
710,24.9136,0
711,25.0666,0
712,24.9947,0
713,24.6274,0
714,25.194,0
715,24.86,0
716,24.992,0
717,25.1083,0
718,24.8941,0
719,25.054,0
720,25.3355,0
721,25.0911,0
722,25.1315,0
723,24.9384,0
724,24.9564,0
725,25.0741,0
726,25.0125,0
727,24.9803,0
728,25.4078,0
729,24.8958,0
730,25.1462,0
731,25.3353,0
732,24.8215,0
733,25.5559,0
734,25.0672,0
735,25.1024,0
736,24.9282,0
737,25.1581,0
738,25.2076,0
739,24.6831,0
740,25.0481,0
741,25.0544,0
742,24.7378,0
743,24.9309,0
744,25.2197,0
745,24.8337,0
746,24.8858,0
747,25.4642,0
748,25.2152,0
749,25.1941,0
750,25.2519,0
751,24.9708,0
752,24.7723,0
753,24.8352,0
754,25.0833,0
755,25.0907,0
756,25.3519,0
757,24.9392,0
758,24.8642,0
759,25.1591,0
760,25.2847,0
761,25.2462,0
762,25.2283,0
763,24.959,0
764,25.0118,0
765,25.0838,0
766,24.9518,0
767,25.1427,0
768,25.0399,0
769,24.8821,0
770,24.5947,0
771,24.9783,0
772,25.0329,0
773,24.9201,0
774,24.6215,0
775,24.775,0
776,24.809,0
777,25.2358,0
778,24.8483,0
779,25.0946,0
780,25.186,0
781,24.9397,0
782,25.4437,0
783,25.0725,0
784,24.9229,0
785,24.6485,0
786,24.955,0
787,25.2567,0
788,25.0722,0
789,24.6972,0
790,25.1294,0
791,24.8396,0
792,24.9063,0
793,24.8609,0
794,25.1226,0
795,25.1504,0
796,24.9118,0
797,24.8073,0
798,24.9802,0
799,24.9834,0
800,24.9285,0
801,24.8164,0
802,24.8587,0
803,25.3221,0
804,24.9502,0
805,25.1783,0
806,25.347,0
807,25.0702,0
808,25.3358,0
809,25.024,0
810,24.9526,0
811,24.9434,0
812,25.1364,0
813,25.0936,0
814,25.1063,0
815,25.1064,0
816,24.7176,0
817,24.8782,0
818,24.8902,0
819,24.9483,0
820,25.1025,0
821,24.7105,0
822,25.3402,0
823,25.1958,0
824,24.9949,0
825,24.8974,0
826,24.8023,0
827,24.9623,0
828,24.9834,0
829,25.122,0
830,24.795,0
831,25.2382,0
832,24.8955,0
833,25.0727,0
834,24.9795,0
835,24.6972,0
836,25.4795,0
837,25.341,0
838,25.3503,0
839,24.9095,0
840,25.3489,0
841,24.73,0
842,24.7984,0
843,24.721,0
844,24.8798,0
845,25.0171,0
846,25.2303,0
847,25.1402,0
848,24.9144,0
849,25.1235,0
850,25.0225,0
851,25.0082,0
852,25.0179,0
853,25.178,0
854,24.9174,0
855,25.2652,0
856,25.1824,0
857,24.8779,0
858,25.0931,0
859,24.8821,0
860,24.7164,0
861,24.8908,0
862,25.1891,0
863,25.0902,0
864,24.8514,0
865,25.1781,0
866,24.9273,0
867,24.746,0
868,25.2955,0
869,24.6126,0
870,25.0564,0
871,25.1577,0
872,25.2216,0
873,25.1249,0
874,25.2046,0
875,25.1544,0
876,25.5258,0
877,24.6213,0
878,24.8699,0
879,24.9225,0
880,24.8605,0
881,24.8526,0
882,24.9449,0
883,24.8155,0
884,24.8277,0
885,24.864,0
886,25.0707,0
887,25.2093,0
888,25.071,0
889,24.9859,0
890,25.2942,0
891,24.9208,0
892,25.0759,0
893,25.1614,0
894,24.9605,0
895,25.0223,0
896,25.1575,0
897,24.8812,0
898,24.7142,0
899,25.2284,0
900,25.5332,0
901,25.0198,0
902,24.9342,0
903,24.7385,0
904,25.405,0
905,25.0081,0
906,24.7413,0
907,25.1706,0
908,25.2536,0
909,25.2307,0
910,25.0756,0
911,24.8333,0
912,25.1316,0
913,24.8913,0
914,25.1932,0
915,24.8758,0
916,25.1691,0
917,24.9144,0
918,24.91,0
919,24.9563,0
920,25.0579,0
921,24.8036,0
922,24.9203,0
923,25.5535,0
924,25.2951,0
925,25.1451,0
926,25.1053,0
927,24.9038,0
928,25.0148,0
929,24.9697,0
930,24.8631,0
931,24.7489,0
932,25.1314,0
933,25.252,0
934,24.8921,0
935,25.0747,0
936,24.6698,0
937,25.1658,0
938,24.8577,0
939,24.8107,0
940,25.1218,0
941,25.2923,0
942,24.7179,0
943,24.5128,0
944,25.1125,0
945,25.0228,0
946,25.5215,0
947,25.0292,0
948,24.9296,0
949,24.8673,0
950,25.0878,0
951,24.7272,0
952,24.7261,0
953,24.7334,0
954,25.1456,0
955,24.5889,0
956,25.0699,0
957,25.2311,0
958,24.5669,0
959,24.8354,0
960,24.7982,0
961,25.1493,0
962,24.9643,0
963,24.554,0
964,25.1336,0
965,25.0803,0
966,24.8928,0
967,25.1237,0
968,24.648,0
969,24.7992,0
970,24.9274,0
971,24.9766,0
972,25.1164,0
973,24.5377,0
974,24.7503,0
975,24.8636,0
976,25.0225,0
977,24.7854,0
978,24.6958,0
979,25.0752,0
980,24.8032,0
981,24.9223,0
982,24.9068,0
983,25.3186,0
984,24.8667,0
985,25.2008,0
986,25.2288,0
987,25.0183,0
988,25.2914,0
989,25.0253,0
990,24.7855,0
991,25.4603,0
992,24.8189,0
993,24.6034,0
994,24.7172,0
995,25.3977,0
996,24.9424,0
997,24.6486,0
998,24.8571,0
999,25.1245,0
